"s","p","o"
"http://example.org/stix-uco/relationship--c171fd27-2a8a-42b7-8293-34016b70c1c8","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/relationship--d44019b6-b8f7-4cb3-837e-7fd3c5724b87","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/relationship--d8b7932d-0ecb-4891-b021-c78ff2b63747","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/sighting--779c4ae8-e134-4180-baa4-03141095d971","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/sighting--8356e820-8080-4692-aa91-ecbe94006833","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/threat-actor--56f3f0db-b5d5-431c-ae56-c18f02caf500","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/threat-actor--8b6297fe-cae7-47c6-9256-5584b417849c","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/windows-registry-key--16b80d14-d574-5620-abad-10ff304b1c26","http://example.org/cti-ext/specVersion","2.1"
"http://example.org/stix-uco/identity--7865b6d2-a4af-45c5-b582-afe5ec376c33","http://example.org/cti-ext/stixCreated",2013-04-14T13:07:49.812Z
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","http://example.org/cti-ext/stixCreated",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/malware--ae560258-a5cb-4be8-8f05-013d6712295f","http://example.org/cti-ext/stixCreated",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/malware--fdd60b30-b67c-41e3-b0b9-f01faf20d111","http://example.org/cti-ext/stixCreated",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/indicator--d81f86b9-975b-4c0b-875e-810c5ad45a4f","http://example.org/cti-ext/stixCreated",2014-06-29T13:49:37.079Z
"http://example.org/stix-uco/malware--162d917e-766f-4611-b5d6-652791454fca","http://example.org/cti-ext/stixCreated",2014-06-30T09:15:17.182Z
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","http://example.org/cti-ext/stixCreated",2014-11-19T23:39:03.893Z
"http://example.org/stix-uco/malware--d1c612bc-146f-4b65-b7b0-9a54a14150a4","http://example.org/cti-ext/stixCreated",2015-04-23T11:12:34.760Z
"http://example.org/stix-uco/attack-pattern--8ac90ff3-ecf8-4835-95b8-6aea6a623df5","http://example.org/cti-ext/stixCreated",2015-05-07T14:22:14.760Z
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","http://example.org/cti-ext/stixCreated",2015-05-07T14:22:14.760Z
"http://example.org/stix-uco/identity--1621d4d4-b67d-41e3-9670-f01faf20d111","http://example.org/cti-ext/stixCreated",2015-05-10T16:27:17.760Z
"http://example.org/stix-uco/attack-pattern--19da6e1c-71ab-4c2f-886d-d620d09d3b5a","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/attack-pattern--f6050ea6-a9a3-4524-93ed-c27858d6cb3c","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/campaign--1d8897a7-fdc2-4e59-afc9-becbe04df727","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/campaign--e5268b6e-4931-42f1-b379-87f48eb41b1e","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--8c6af861-7b20-41ef-9b59-6344fd872a8f","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--ddfe7140-2ba4-48e4-b19a-df069432103b","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/intrusion-set--ed69450a-f067-4b51-9ba2-c4616b9a6713","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/threat-actor--56f3f0db-b5d5-431c-ae56-c18f02caf500","http://example.org/cti-ext/stixCreated",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--733c5838-34d9-4fbf-949c-62aba761184c","http://example.org/cti-ext/stixCreated",2016-08-23T18:05:49.307Z
"http://example.org/stix-uco/identity--987eeee1-413a-44ac-96cc-0a8acdcc2f2c","http://example.org/cti-ext/stixCreated",2017-01-14T13:07:49.812Z
"http://example.org/stix-uco/marking-definition--f88d31f6-486f-44da-b317-01333bde0b82","http://example.org/cti-ext/stixCreated",2017-01-20T00:00:00Z
"http://example.org/stix-uco/identity--39012926-a052-44c4-ae48-caaf4a10ee6e","http://example.org/cti-ext/stixCreated",2017-02-24T15:50:10.564Z
"http://example.org/stix-uco/identity--5206ba14-478f-4b0b-9a48-395f690c20a2","http://example.org/cti-ext/stixCreated",2017-02-26T17:55:10.442Z
"http://example.org/stix-uco/indicator--9299f726-ce06-492e-8472-2b52ccb53191","http://example.org/cti-ext/stixCreated",2017-02-27T13:57:10.515Z
"http://example.org/stix-uco/observed-data--a0d34360-66ad-4977-b255-d9e1080421c4","http://example.org/cti-ext/stixCreated",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/observed-data--cf8eaa41-6f4c-482e-89b9-9cd2d6a83cb1","http://example.org/cti-ext/stixCreated",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/sighting--779c4ae8-e134-4180-baa4-03141095d971","http://example.org/cti-ext/stixCreated",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/sighting--8356e820-8080-4692-aa91-ecbe94006833","http://example.org/cti-ext/stixCreated",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/identity--611d9d41-dba5-4e13-9b29-e22488058ffc","http://example.org/cti-ext/stixCreated",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/indicator--33fe3b22-0201-47cf-85d0-97c02164528d","http://example.org/cti-ext/stixCreated",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/marking-definition--d81f86b9-975b-4c0b-875e-810c5ad45a4f","http://example.org/cti-ext/stixCreated",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/identity--b38dfe21-7477-40d1-aa90-5c8671ce51ca","http://example.org/cti-ext/stixCreated",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","http://example.org/cti-ext/stixCreated",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/relationship--3d1dd3cc-eb47-4704-9c77-ceff2971b95c","http://example.org/cti-ext/stixCreated",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/threat-actor--8b6297fe-cae7-47c6-9256-5584b417849c","http://example.org/cti-ext/stixCreated",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/relationship--53a55c73-f2c8-47b9-8e50-ae34d8c5da4d","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.938Z
"http://example.org/stix-uco/relationship--98765000-efdf-4a86-8681-36481ceae57f","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.938Z
"http://example.org/stix-uco/relationship--5047c2c0-524b-4afd-9cd6-e197efe59495","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--554e3341-d7b1-4b3c-a522-28ef52fbb49b","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--9cc131ca-b64d-4ab1-a300-5e4a0073280a","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--c171fd27-2a8a-42b7-8293-34016b70c1c8","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--06964095-5750-41fe-a9af-6c6a9d995489","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--33c22977-d104-45d8-be19-273f7ab03de1","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--4fe5dab1-fd6d-41aa-b8b1-d3118a708284","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--96cfbc6f-5c08-4372-b811-b90fbb2ec180","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--d8b7932d-0ecb-4891-b021-c78ff2b63747","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--4292a6df-fb16-43d1-805d-dc1b33946fdf","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--4bd67b9e-d112-4ea6-98bb-080a051667c7","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--8848cba9-4c7b-4695-bc09-5033a6f20ff4","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--a97b3ea5-4ca1-46a0-a7ad-f10143ce22b2","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--1f4ee02a-7f6e-45a6-aedd-c1492af5e179","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--70880ead-0b19-4785-be52-a69064d4cb6c","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--ba30893a-400a-43f3-b193-69d65d2a8f40","http://example.org/cti-ext/stixCreated",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--a2e3efb5-351d-4d46-97a0-6897ee7c77a0","http://example.org/cti-ext/stixCreated",2020-02-29T18:01:28.577Z
"http://example.org/stix-uco/relationship--864af2ea-46f9-4d23-b3a2-1c2adf81c265","http://example.org/cti-ext/stixCreated",2020-02-29T18:03:58.029Z
"http://example.org/stix-uco/relationship--29dcdf68-1b0c-4e16-94ed-bcc7a9572f69","http://example.org/cti-ext/stixCreated",2020-02-29T18:09:12.808Z
"http://example.org/stix-uco/relationship--3cd2d6f9-0ded-486b-8dca-606283a8997f","http://example.org/cti-ext/stixCreated",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/relationship--56e5f1c8-08f3-4e24-9e8e-f87d844672ec","http://example.org/cti-ext/stixCreated",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/relationship--d44019b6-b8f7-4cb3-837e-7fd3c5724b87","http://example.org/cti-ext/stixCreated",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/identity--7865b6d2-a4af-45c5-b582-afe5ec376c33","http://example.org/cti-ext/stixModified",2013-04-14T13:07:49.812Z
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","http://example.org/cti-ext/stixModified",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/malware--ae560258-a5cb-4be8-8f05-013d6712295f","http://example.org/cti-ext/stixModified",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/malware--fdd60b30-b67c-41e3-b0b9-f01faf20d111","http://example.org/cti-ext/stixModified",2014-02-20T09:16:08.989Z
"http://example.org/stix-uco/indicator--d81f86b9-975b-4c0b-875e-810c5ad45a4f","http://example.org/cti-ext/stixModified",2014-06-29T13:49:37.079Z
"http://example.org/stix-uco/malware--162d917e-766f-4611-b5d6-652791454fca","http://example.org/cti-ext/stixModified",2014-06-30T09:15:17.182Z
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","http://example.org/cti-ext/stixModified",2014-11-19T23:39:03.893Z
"http://example.org/stix-uco/malware--d1c612bc-146f-4b65-b7b0-9a54a14150a4","http://example.org/cti-ext/stixModified",2015-04-23T11:12:34.760Z
"http://example.org/stix-uco/attack-pattern--8ac90ff3-ecf8-4835-95b8-6aea6a623df5","http://example.org/cti-ext/stixModified",2015-05-07T14:22:14.760Z
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","http://example.org/cti-ext/stixModified",2015-05-07T14:22:14.760Z
"http://example.org/stix-uco/identity--1621d4d4-b67d-41e3-9670-f01faf20d111","http://example.org/cti-ext/stixModified",2015-05-10T16:27:17.760Z
"http://example.org/stix-uco/campaign--1d8897a7-fdc2-4e59-afc9-becbe04df727","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/campaign--e5268b6e-4931-42f1-b379-87f48eb41b1e","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--8c6af861-7b20-41ef-9b59-6344fd872a8f","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--ddfe7140-2ba4-48e4-b19a-df069432103b","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/intrusion-set--ed69450a-f067-4b51-9ba2-c4616b9a6713","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/threat-actor--56f3f0db-b5d5-431c-ae56-c18f02caf500","http://example.org/cti-ext/stixModified",2016-08-08T15:50:10.983Z
"http://example.org/stix-uco/identity--733c5838-34d9-4fbf-949c-62aba761184c","http://example.org/cti-ext/stixModified",2016-08-23T18:05:49.307Z
"http://example.org/stix-uco/identity--987eeee1-413a-44ac-96cc-0a8acdcc2f2c","http://example.org/cti-ext/stixModified",2017-01-14T13:07:49.812Z
"http://example.org/stix-uco/attack-pattern--19da6e1c-71ab-4c2f-886d-d620d09d3b5a","http://example.org/cti-ext/stixModified",2017-01-30T21:15:04.127Z
"http://example.org/stix-uco/attack-pattern--f6050ea6-a9a3-4524-93ed-c27858d6cb3c","http://example.org/cti-ext/stixModified",2017-01-30T21:15:04.127Z
"http://example.org/stix-uco/identity--39012926-a052-44c4-ae48-caaf4a10ee6e","http://example.org/cti-ext/stixModified",2017-02-24T15:50:10.564Z
"http://example.org/stix-uco/identity--5206ba14-478f-4b0b-9a48-395f690c20a2","http://example.org/cti-ext/stixModified",2017-02-26T17:55:10.442Z
"http://example.org/stix-uco/indicator--9299f726-ce06-492e-8472-2b52ccb53191","http://example.org/cti-ext/stixModified",2017-02-27T13:57:10.515Z
"http://example.org/stix-uco/observed-data--a0d34360-66ad-4977-b255-d9e1080421c4","http://example.org/cti-ext/stixModified",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/observed-data--cf8eaa41-6f4c-482e-89b9-9cd2d6a83cb1","http://example.org/cti-ext/stixModified",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/sighting--779c4ae8-e134-4180-baa4-03141095d971","http://example.org/cti-ext/stixModified",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/sighting--8356e820-8080-4692-aa91-ecbe94006833","http://example.org/cti-ext/stixModified",2017-02-28T19:37:11.213Z
"http://example.org/stix-uco/identity--611d9d41-dba5-4e13-9b29-e22488058ffc","http://example.org/cti-ext/stixModified",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/indicator--33fe3b22-0201-47cf-85d0-97c02164528d","http://example.org/cti-ext/stixModified",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/identity--b38dfe21-7477-40d1-aa90-5c8671ce51ca","http://example.org/cti-ext/stixModified",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","http://example.org/cti-ext/stixModified",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/relationship--3d1dd3cc-eb47-4704-9c77-ceff2971b95c","http://example.org/cti-ext/stixModified",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/threat-actor--8b6297fe-cae7-47c6-9256-5584b417849c","http://example.org/cti-ext/stixModified",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/relationship--53a55c73-f2c8-47b9-8e50-ae34d8c5da4d","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.938Z
"http://example.org/stix-uco/relationship--98765000-efdf-4a86-8681-36481ceae57f","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.938Z
"http://example.org/stix-uco/relationship--5047c2c0-524b-4afd-9cd6-e197efe59495","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--554e3341-d7b1-4b3c-a522-28ef52fbb49b","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--9cc131ca-b64d-4ab1-a300-5e4a0073280a","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--c171fd27-2a8a-42b7-8293-34016b70c1c8","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.939Z
"http://example.org/stix-uco/relationship--06964095-5750-41fe-a9af-6c6a9d995489","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--33c22977-d104-45d8-be19-273f7ab03de1","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--4fe5dab1-fd6d-41aa-b8b1-d3118a708284","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--96cfbc6f-5c08-4372-b811-b90fbb2ec180","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--d8b7932d-0ecb-4891-b021-c78ff2b63747","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.940Z
"http://example.org/stix-uco/relationship--4292a6df-fb16-43d1-805d-dc1b33946fdf","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--4bd67b9e-d112-4ea6-98bb-080a051667c7","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--8848cba9-4c7b-4695-bc09-5033a6f20ff4","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--a97b3ea5-4ca1-46a0-a7ad-f10143ce22b2","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.941Z
"http://example.org/stix-uco/relationship--1f4ee02a-7f6e-45a6-aedd-c1492af5e179","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--70880ead-0b19-4785-be52-a69064d4cb6c","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--ba30893a-400a-43f3-b193-69d65d2a8f40","http://example.org/cti-ext/stixModified",2020-02-29T17:41:44.942Z
"http://example.org/stix-uco/relationship--a2e3efb5-351d-4d46-97a0-6897ee7c77a0","http://example.org/cti-ext/stixModified",2020-02-29T18:01:28.577Z
"http://example.org/stix-uco/relationship--864af2ea-46f9-4d23-b3a2-1c2adf81c265","http://example.org/cti-ext/stixModified",2020-02-29T18:03:58.029Z
"http://example.org/stix-uco/relationship--29dcdf68-1b0c-4e16-94ed-bcc7a9572f69","http://example.org/cti-ext/stixModified",2020-02-29T18:09:12.808Z
"http://example.org/stix-uco/relationship--3cd2d6f9-0ded-486b-8dca-606283a8997f","http://example.org/cti-ext/stixModified",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/relationship--56e5f1c8-08f3-4e24-9e8e-f87d844672ec","http://example.org/cti-ext/stixModified",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/relationship--d44019b6-b8f7-4cb3-837e-7fd3c5724b87","http://example.org/cti-ext/stixModified",2020-02-29T18:18:08.661Z
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","http://example.org/cti-ext/stixPattern","[file:hashes.'SHA-256' = 'ef537f25c895bfa782526529a9b63d97aa631564d5d789c2b765448c8635fb6c']"
"http://example.org/stix-uco/indicator--33fe3b22-0201-47cf-85d0-97c02164528d","http://example.org/cti-ext/stixPattern","[ipv4-addr:value = '10.0.0.0']"
"http://example.org/stix-uco/indicator--9299f726-ce06-492e-8472-2b52ccb53191","http://example.org/cti-ext/stixPattern","[url:value = 'http://paypa1.banking.com']"
"http://example.org/stix-uco/indicator--d81f86b9-975b-4c0b-875e-810c5ad45a4f","http://example.org/cti-ext/stixPattern","[url:value = 'http://x4z9arb.cn/4712/']"
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","http://example.org/cti-ext/stixPattern","[email-message:from_ref.value MATCHES '.+\\banking@g0thamnatl\\.com$']"
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","http://example.org/cti-ext/threatActorType","crime-syndicate"
"http://example.org/stix-uco/threat-actor--8b6297fe-cae7-47c6-9256-5584b417849c","http://example.org/cti-ext/threatActorType","criminal"
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","http://example.org/cti-ext/threatActorType","criminal"
"http://example.org/stix-uco/threat-actor--56f3f0db-b5d5-431c-ae56-c18f02caf500","http://example.org/cti-ext/threatActorType","nation-state"
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","http://example.org/cti-ext/threatActorType","spy"
"http://example.org/stix-uco/threat-actor--8b6297fe-cae7-47c6-9256-5584b417849c","http://example.org/cti-ext/threatActorType","terrorist"
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","http://example.org/cti-ext/validFrom",2014-02-20T09:00:00Z
"http://example.org/stix-uco/indicator--d81f86b9-975b-4c0b-875e-810c5ad45a4f","http://example.org/cti-ext/validFrom",2014-06-29T13:49:37.079Z
"http://example.org/stix-uco/indicator--9299f726-ce06-492e-8472-2b52ccb53191","http://example.org/cti-ext/validFrom",2015-06-29T09:10:15.915Z
"http://example.org/stix-uco/indicator--33fe3b22-0201-47cf-85d0-97c02164528d","http://example.org/cti-ext/validFrom",2017-04-14T13:07:49.812Z
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","http://example.org/cti-ext/validFrom",2017-04-27T16:18:24.318Z
"http://example.org/stix-uco/sighting--8356e820-8080-4692-aa91-ecbe94006833","http://example.org/cti-ext/whereSighted","http://example.org/stix-uco/identity--5206ba14-478f-4b0b-9a48-395f690c20a2"
"http://example.org/stix-uco/sighting--779c4ae8-e134-4180-baa4-03141095d971","http://example.org/cti-ext/whereSighted","http://example.org/stix-uco/identity--987eeee1-413a-44ac-96cc-0a8acdcc2f2c"
"http://example.org/stix-uco/campaign--e5268b6e-4931-42f1-b379-87f48eb41b1e","https://ontology.unifiedcyberontology.org/uco/core/description","A concerted effort to insert false information into the BPP's web pages."
"http://example.org/stix-uco/malware--ae560258-a5cb-4be8-8f05-013d6712295f","https://ontology.unifiedcyberontology.org/uco/core/description","Trojan that is disguised as the executable file resume.pdf., it also creates a registry key."
"http://example.org/stix-uco/campaign--1d8897a7-fdc2-4e59-afc9-becbe04df727","https://ontology.unifiedcyberontology.org/uco/core/description","A DDOS campaign to flood BPP web servers."
"http://example.org/stix-uco/indicator--33fe3b22-0201-47cf-85d0-97c02164528d","https://ontology.unifiedcyberontology.org/uco/core/description","Detected malicious activity from this address"
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","https://ontology.unifiedcyberontology.org/uco/core/description","Known to be used by The Joker."
"http://example.org/stix-uco/intrusion-set--ed69450a-f067-4b51-9ba2-c4616b9a6713","https://ontology.unifiedcyberontology.org/uco/core/description","An advanced persistent threat that seeks to disrupt Branistan's election with multiple attacks."
"http://example.org/stix-uco/indicator--d81f86b9-975b-4c0b-875e-810c5ad45a4f","https://ontology.unifiedcyberontology.org/uco/core/description","This organized threat actor group operates to create profit from all types of crime."
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","https://ontology.unifiedcyberontology.org/uco/core/description","This organized threat actor group operates to create profit from all types of crime."
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","https://ontology.unifiedcyberontology.org/uco/core/description","This file hash indicates that a sample of Poison Ivy is present."
"http://example.org/stix-uco/identity--733c5838-34d9-4fbf-949c-62aba761184c","https://ontology.unifiedcyberontology.org/uco/core/description","Disco Team is the name of an organized threat actor crime-syndicate."
"http://example.org/stix-uco/identity--1621d4d4-b67d-41e3-9670-f01faf20d111","https://ontology.unifiedcyberontology.org/uco/core/description","Adversary Bravo is a threat actor that utilizes phishing attacks."
"http://example.org/stix-uco/attack-pattern--8ac90ff3-ecf8-4835-95b8-6aea6a623df5","https://ontology.unifiedcyberontology.org/uco/core/description","Spear phishing used as a delivery mechanism for malware."
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","https://ontology.unifiedcyberontology.org/uco/core/description","Adversary Bravo is known to use phishing attacks to deliver remote access malware to the targets."
"http://example.org/stix-uco/indicator--9299f726-ce06-492e-8472-2b52ccb53191","https://ontology.unifiedcyberontology.org/uco/core/description","This URL is potentially associated with malicious activity and is listed on several blacklist sites."
"http://example.org/stix-uco/malware--162d917e-766f-4611-b5d6-652791454fca","https://ontology.unifiedcyberontology.org/uco/core/description","This malware attempts to download remote files after establishing a foothold as a backdoor."
"http://example.org/stix-uco/intrusion-set--ed69450a-f067-4b51-9ba2-c4616b9a6713","https://ontology.unifiedcyberontology.org/uco/core/name","APT BPP"
"http://example.org/stix-uco/identity--1621d4d4-b67d-41e3-9670-f01faf20d111","https://ontology.unifiedcyberontology.org/uco/core/name","Adversary Bravo"
"http://example.org/stix-uco/threat-actor--9a8a0d25-7636-429b-a99e-b2a73cd0f11f","https://ontology.unifiedcyberontology.org/uco/core/name","Adversary Bravo"
"http://example.org/stix-uco/identity--39012926-a052-44c4-ae48-caaf4a10ee6e","https://ontology.unifiedcyberontology.org/uco/core/name","Alpha Threat Analysis Org."
"http://example.org/stix-uco/identity--5206ba14-478f-4b0b-9a48-395f690c20a2","https://ontology.unifiedcyberontology.org/uco/core/name","Beta Cyber Intelligence Company"
"http://example.org/stix-uco/identity--ddfe7140-2ba4-48e4-b19a-df069432103b","https://ontology.unifiedcyberontology.org/uco/core/name","Branistan Peoples Party"
"http://example.org/stix-uco/attack-pattern--19da6e1c-71ab-4c2f-886d-d620d09d3b5a","https://ontology.unifiedcyberontology.org/uco/core/name","Content Spoofing"
"http://example.org/stix-uco/identity--733c5838-34d9-4fbf-949c-62aba761184c","https://ontology.unifiedcyberontology.org/uco/core/name","Disco Team"
"http://example.org/stix-uco/threat-actor--dfaa8d77-07e2-4e28-b2c8-92e9f7b04428","https://ontology.unifiedcyberontology.org/uco/core/name","Disco Team Threat Actor Group"
"http://example.org/stix-uco/threat-actor--56f3f0db-b5d5-431c-ae56-c18f02caf500","https://ontology.unifiedcyberontology.org/uco/core/name","Fake BPP (Branistan Peoples Party)"
"http://example.org/stix-uco/indicator--1ed8caa7-a708-4706-b651-f1186ede6ca1","https://ontology.unifiedcyberontology.org/uco/core/name","Fake email address"
"http://example.org/stix-uco/indicator--a932fcc6-e032-476c-826f-cb970a5a1ade","https://ontology.unifiedcyberontology.org/uco/core/name","File hash for Poison Ivy variant"
"http://example.org/stix-uco/identity--8c6af861-7b20-41ef-9b59-6344fd872a8f","https://ontology.unifiedcyberontology.org/uco/core/name","Franistan Intelligence"
"http://example.org/stix-uco/identity--b38dfe21-7477-40d1-aa90-5c8671ce51ca","https://ontology.unifiedcyberontology.org/uco/core/name","Gotham National Bank"
